SEMARANG;GUNUNGPATI;SUMUREJO;SIAGA
SEMARANG;GUNUNGPATI;PUNGANGAN;SIAGA
SEMARANG;GAJAH MIUNGKUR;SAMPANGAN;WASPADA
SEMARANG;GAJAH MIUNGKUR;BENDAN DUWUR;WASPADA
SEMARANG;GAJAH MIUNGKUR;KARANG REJO;SIAGA
SEMARANG;GAJAH MIUNGKUR;GAJAHMUNGKUR;SIAGA
SEMARANG;GAJAH MIUNGKUR;BENDAN NGISOR;SIAGA
SEMARANG;GAJAH MIUNGKUR;PETOMPON;WASPADA
SEMARANG;GAJAH MIUNGKUR;BENDUNGAN;WASPADA
SEMARANG;GAJAH MIUNGKUR;LEMPONGSARI;WASPADA
SEMARANG;SEMARANG SELATAN;MUGASSARI;SIAGA
SEMARANG;SEMARANG SELATAN;LAMPER KULON;WASPADA
SEMARANG;CANDISARI;WONOTINGAL;SIAGA
SEMARANG;PEDURUNGAN;PLAMONGAN SARI;SIAGA
SEMARANG;GAYAMSARI;SAWAHBESAR;SIAGA
SEMARANG;SEMARANG UTARA;TANJUNGMAS;BAHAYA
SEMARANG;SEMARANG TENGAH;KARANGKIDUL;SIAGA
SEMARANG;SEMARANG TENGAH;PENDRIKAN KIDUL;WASPADA
SEMARANG;SEMARANG TENGAH;PENDRIKAN LOR;WASPADA
SEMARANG;SEMARANG BARAT;NGEMPLAKSIMONGAN;SIAGA
SEMARANG;SEMARANG BARAT;SALAMAN MLOYO;SIAGA
SEMARANG;SEMARANG BARAT;TAMBAK HARJO;WASPADA
SEMARANG;SEMARANG BARAT;KARANG AYU;WASPADA
SEMARANG;TUGU;RANDU GARUT;SIAGA
SEMARANG;NGALIYAN;BRINGIN;SIAGA
KUDUS;KALIWUNGU;KEDUNG DOWO;SIAGA
KUDUS;KALIWUNGU;KARANG AMPEL;SIAGA
KUDUS;KALIWUNGU;BAKALAN KRAPYAK;WASPADA
KUDUS;KUDUS;LANGGAR DALEM;AMAN
KUDUS;JATI;TANJUNG KARANG;SIAGA
KUDUS;JATI;JETIS KAPUAN;AMAN
KUDUS;JATI;GETAS PEJATEN;SIAGA
KUDUS;JATI;JEPANG PAKIS;WASPADA
KUDUS;JATI;TUMPANG KRASAK;SIAGA
KUDUS;UNDAAN;GLAGAH WARU;AMAN
KUDUS;UNDAAN;KARANG ROWO;AMAN
KUDUS;UNDAAN;TERANG MAS;AMAN
KUDUS;JEKULO;BULUNG CANGKRING;SIAGA
KUDUS;JEKULO;TANJUNG REJO;SIAGA
KUDUS;BAE;NGEMBAL REJO;SIAGA
KUDUS;BAE;KARANG BENER;SIAGA
KUDUS;BAE;GONDANG MANIS;WASPADA
KUDUS;GEBOG;GETASRABI;AMAN
KUDUS;GEBOG;KARANG MALANG;BAHAYA
KUDUS;DAWE;KANDANG MAS;WASPADA
KUDUS;DAWE;DUKUH WARINGIN;AMAN
JEPARA;KEDUNG;BULAKBARU;SIAGA
JEPARA;KEDUNG;TANGGULTLARE;SIAGA
JEPARA;WELAHAN;UJUNGPANDAN;SIAGA
JEPARA;WELAHAN;GIDANGELO;AMAN
JEPARA;WELAHAN;TELUKWETAN;SIAGA
JEPARA;WELAHAN;BRANTAKSEKARJATI;SIAGA
JEPARA;MAYONG;TIGAJURU;SIAGA
JEPARA;NALUMSARI;BENDANPETE;SIAGA
JEPARA;BANGSRI;BANJAR AGUNG;SIAGA
JEPARA;DONOROJO;SUMBER REJO;SIAGA
JEPARA;KARIMUNJAWA;KARIMUNJAWA;AMAN
JEPARA;KARIMUNJAWA;KEMUJAN;AMAN
JEPARA;KARIMUNJAWA;PARANG;AMAN
JEPARA;KARIMUNJAWA;NYAMUK;AMAN
BLORA;CEPU;CABEYAN;AMAN
BLORA;KUNDURAN;PLOSO REJO;AMAN
BLORA;RANDUBLATUNG;SUMBERJO;AMAN
SEMARANG;GETASAN;NGGAMAN;SIAGA
SEMARANG;SURUH;DADAPAYAM;SIAGA
SEMARANG;PABELAN;KARANGGONDANG;AMAN
SEMARANG;SUMOWONO;CANDINGARON;SIAGA
SEMARANG;BERGAS;WRINGIN PUTIH;SIAGA
WONOGIRI;WONOGIRI;POKOH KIDUL;AMAN
WONOGIRI;GIRIMARTO;SEMAGARDUWUR;AMAN
PATI;GABUS;KARYOKALANGAN;AMAN
PATI;GEMBONG;KLAKAHKASIAN;AMAN
PATI;GUNUNGWUNGKAL;GULANGPUNGGE;AMAN
PATI;GUNUNGWUNGKAL;SUMBEREJO;AMAN
PATI;JAKEN;AROMANIS;AMAN
PATI;JAKEN;SUMBERREJO;AMAN
PATI;JAKENAN;BUNGAREJO;AMAN
PATI;JUWANA;BAKARANKULON;AMAN
